"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Lee Nailon",42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1,1999,"Charlotte Hornets",0.598,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Eddie House",50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,1,2000,"Miami Heat",0.61,2000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Paul McPherson",55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0,2000,"Phoenix Suns",0.623,2000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Daniel Santiago",54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,0,1998,"Phoenix Suns",0.623,2000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Isaiah Whitehead",25,22.6,6.7,2.6,6.4,41.3,0.5,1.8,28.3,0.9,1.2,76.7,0.2,2,2.2,3,0.7,0.5,2.2,0,2016,"Utah Jazz",0.622,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Darrun Hilliard",38,10.1,4,1.4,3.4,39.7,0.5,1.3,38,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.2,0,0.5,0,2015,"Detroit Pistons",0.537,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mark Madsen",70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1,2000,"Los Angeles Lakers",0.683,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DeShawn Stevenson",40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1,2000,"Utah Jazz",0.646,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Elton Brand",81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,1,1999,"Chicago Bulls",0.207,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lamar Odom",76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1,1999,"Los Angeles Clippers",0.183,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Steve Francis",77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,1,1999,"Vancouver Grizzlies",0.268,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Metta World Peace",72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,1,1999,"Chicago Bulls",0.207,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Walt Szczerbiak",73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,0,1971,"Phoenix Suns",0.598,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Adrian Griffin",72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1,1996,"Boston Celtics",0.427,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Andre Miller",82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,1,1999,"Cleveland Cavaliers",0.39,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"James Posey",81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,1,1999,"Denver Nuggets",0.427,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kenny Thomas",72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,1,1999,"Houston Rockets",0.415,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Shawn Marion",51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,1,1999,"Phoenix Suns",0.646,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vonteego Cummings",75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0,1999,"Indiana Pacers",0.683,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Anthony Carter",79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,1,1998,"Miami Heat",0.634,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Jason Terry",81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,1,1999,"Atlanta Hawks",0.341,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chucky Atkins",82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,1,1996,"Orlando Magic",0.549,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Richard Hamilton",71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1,1991,"Washington Wizards",0.354,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Greg Buckner",48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,1,1998,"Dallas Mavericks",0.38,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Langston Galloway",45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,0,2014,"New York Knicks",0.39,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Baron Davis",82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,1,1999,"Charlotte Hornets",0.598,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Corey Maggette",77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,1,1999,"Oklahoma City Thunder",0.549,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eddie Robinson",67,16.6,7,3.2,5.8,54.9,0,0.1,0,0.7,1,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1,1999,"Charlotte Hornets",0.598,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Michael Ruffin",71,13.7,2.2,0.8,1.9,42,0,0,0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,1,1999,"Chicago Bulls",0.207,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Chris Herren",45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,0,1999,"Denver Nuggets",0.427,1999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Quincy Lewis",74,12.1,3.8,1.5,4,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,0,1999,"Utah Jazz",0.671,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ryan Bowen",52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1,1998,"Denver Nuggets",0.28,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cal Bowdler",46,9.2,2.7,1.1,2.5,42.6,0,0,0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,0,1999,"Atlanta Hawks",0.341,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Scott Padgett",47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1,1999,"Utah Jazz",0.671,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nerlens Noel",75,30.8,9.9,4,8.7,46.2,0,0,0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.8,1.9,1.9,1,2013,"Philadelphia 76ers",0.232,2013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Roy Rogers",40,8.9,2.2,0.9,2.2,39.8,0,0,0,0.5,1,46.3,0.8,1.2,2,0.2,0.1,0.9,0.3,0,1996,"Vancouver Grizzlies",0.171,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"William Avery",59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,0,1999,"Minnesota Timberwolves",0.61,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Milt Palacio",53,7.4,2,0.8,1.8,43.9,0,0,0,0.4,0.7,59.5,0.3,0.6,1,0.9,0.4,0,0.8,1,1999,"Vancouver Grizzlies",0.268,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Devean George",49,7,3.2,1.1,2.9,38.9,0.3,1,34,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1,1999,"Los Angeles Lakers",0.817,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lari Ketner",22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,0,1999,"Chicago Bulls",0.207,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jason Williams",50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,1,1998,"Sacramento Kings",0.54,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Vince Carter",50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,1,1998,"Golden State Warriors",0.42,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mike Bibby",50,35.2,13.2,5.2,12.1,43,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,1,1998,"Vancouver Grizzlies",0.16,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Paul Pierce",48,34,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4,6.4,2.4,1.7,1,2.4,1,1998,"Boston Celtics",0.38,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elfrid Payton",82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3,4.3,6.5,1.7,0.2,2.5,0,2014,"Orlando Magic",0.305,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Michael Dickerson",50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1,1998,"Houston Rockets",0.62,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Jamie Feick",28,30.4,6.3,2.4,4.8,50,0,0,0,1.5,2.1,71.7,4,6.3,10.3,0.9,0.9,0.6,1.2,1,1996,"Philadelphia 76ers",0.268,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cuttino Mobley",49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,1,1998,"Houston Rockets",0.62,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyrone Nesby",50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,3.5,1.6,1.5,0.4,1.1,0,1998,"Los Angeles Clippers",0.183,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Antawn Jamison",47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1,1998,"Toronto Raptors",0.46,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Matt Harpring",50,22.3,8.2,3,6.4,46.3,0.2,0.5,40,2,2.9,71.3,1.8,2.5,4.3,0.9,0.6,0.1,1.5,1,1998,"Orlando Magic",0.66,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jabari Parker",25,29.5,12.3,5.2,10.5,49,0.2,0.6,25,1.8,2.6,69.7,2,3.5,5.5,1.7,1.2,0.2,1.9,0,2014,"Milwaukee Bucks",0.5,2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Larry Hughes",50,19.8,9.1,3.4,8.3,41.1,0.2,1,15.4,2.1,3,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1,1998,"Philadelphia 76ers",0.56,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Robert Traylor",49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,1,1998,"Dallas Mavericks",0.38,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Michael Doleac",49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,1,1998,"Orlando Magic",0.66,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cory Carr",42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,0,1998,"Atlanta Hawks",0.62,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Keon Clark",28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1,1998,"Orlando Magic",0.66,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Damon Jones",24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,1,1997,"Brooklyn Nets",0.317,199,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Pat Garrity",39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,1,1998,"Milwaukee Bucks",0.56,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Marcus Smart",67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,0,2014,"Boston Celtics",0.488,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bryce Drew",34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1,1998,"Houston Rockets",0.62,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jelani McCoy",26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,1,1998,"Oklahoma City Thunder",0.5,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brad Miller",38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1,1998,"Charlotte Hornets",0.52,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Ricky Davis",46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,1,1998,"Charlotte Hornets",0.52,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"J.R. Henderson",30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0,1998,"Vancouver Grizzlies",0.16,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Corey Benjamin",31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,0,1998,"Chicago Bulls",0.26,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Roshown McLeod",34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,0,1998,"Atlanta Hawks",0.62,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Earl Boykins",22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,1,1998,"Brooklyn Nets",0.378,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Toby Bailey",27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,0,1998,"Los Angeles Lakers",0.62,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Marlon Garnett",24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,0,1997,"Boston Celtics",0.38,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jordan Clarkson",59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,0.9,0.2,1.6,0,2014,"Washington Wizards",0.561,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Andrae Patterson",35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,0,1998,"Minnesota Timberwolves",0.5,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gerald Brown",33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,0,1998,"Phoenix Suns",0.646,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Ruben Patterson",24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1,1998,"Los Angeles Lakers",0.62,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nazr Mohammed",26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1,1998,"Utah Jazz",0.74,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Keith Van Horn",62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1,0.4,2.6,1,1997,"Philadelphia 76ers",0.378,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ron Mercer",80,33.3,15.3,6.4,14.3,45,0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,1,1997,"Boston Celtics",0.439,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Brevin Knight",80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1,1997,"Cleveland Cavaliers",0.573,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cedric Henderson",82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,1,1997,"Cleveland Cavaliers",0.573,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bobby Jackson",68,30,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,1,1997,"Oklahoma City Thunder",0.744,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zach LaVine",77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,0,2014,"Minnesota Timberwolves",0.195,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Anthony Johnson",77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,1,1997,"Sacramento Kings",0.329,1997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Derek Anderson",66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,1,1997,"Cleveland Cavaliers",0.573,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chauncey Billups",80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,1,1997,"Boston Celtics",0.439,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Antonio Daniels",74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1,1997,"Vancouver Grizzlies",0.232,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eric Washington",66,23.3,7.7,3,7.5,40.4,0.7,2.1,32.1,1,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,0,1997,"Denver Nuggets",0.134,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tony Battie",65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,1,1997,"Denver Nuggets",0.134,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tim Thomas",77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,1,1997,"Philadelphia 76ers",0.378,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Danny Fortson",80,22.6,10.2,3.5,7.6,45.2,0,0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1,0.6,0.4,2,1,1997,"Milwaukee Bucks",0.439,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Maurice Taylor",71,21.3,11.5,4.5,9.5,47.6,0,0,0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,1,1997,"Los Angeles Clippers",0.207,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lawrence Funderburke",52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,1,1994,"Sacramento Kings",0.476,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Alvin Williams",54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,1,1997,"Portland Trail Blazers",0.561,1997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rodrick Rhodes",58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,0,1997,"Houston Rockets",0.5,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tracy McGrady",64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,1,1997,"Toronto Raptors",0.195,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Rick Brunson",38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1,1995,"Portland Trail Blazers",0.561,1997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Jerald Honeycutt",38,13.9,6.4,2.4,5.8,40.7,0.8,2,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,0,1997,"Milwaukee Bucks",0.439,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kelvin Cato",74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,1,1997,"Dallas Mavericks",0.244,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Domantas Sabonis",34,21.1,6.4,2.6,6,43.9,1,2.4,39.8,0.1,0.2,57.1,0.5,3.1,3.6,1.3,0.6,0.5,1.1,0,2016,"Orlando Magic",0.354,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Adreian Payne",32,23.1,6.7,2.8,6.9,41.4,0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,5.1,0.9,0.6,0.3,1.4,0,2014,"Atlanta Hawks",0.732,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Keith Closs",58,12.8,4,1.6,3.6,44.9,0,0,0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,0,1996,"Los Angeles Clippers",0.207,1997,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Kevin Ollie",35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,1,1995,"Dallas Mavericks",0.244,1997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Bubba Wells",39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0,1997,"Dallas Mavericks",0.244,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"John Thomas",54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,1,1997,"Boston Celtics",0.439,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Travis Williams",39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,0,1991,"Charlotte Hornets",0.622,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
