Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Year_Drafted,Round_Drafted,Team ,Win_Perc,Position ,Year_Debut
Clyde Drexler*,82,17.2,7.7,3.1,6.8,45.1,0,0,25,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,1,1983,1,Portland Trail Blazers,0.585,Shooting guard,1983
Jim Thomas,72,16.9,6.3,2.6,5.6,46.4,0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1,0,1983,2,Indiana Pacers,0.317,Shooting guard,1983
Darrell Walker,82,16.1,7.9,2.6,6.3,41.7,0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2,3.5,1.6,0.2,2.4,1,1983,1,New York Knicks,0.573,Point guard,1983
Sidney Lowe,78,15.9,4.2,1.4,3.3,41.3,0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0,1983,2,Chicago Bulls,0.329,Point guard,1983
Dale Ellis,67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1,1983,1,Dallas Mavericks,0.524,Small forward,1983
Darren Daye,75,15.7,6.1,2.4,5.4,44.1,0,0.1,0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1,1983,3,Washington Wizards,0.427,Small forward,1983
Randy Wittman,78,13.7,4.5,2.1,4.1,50.3,0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0,0.4,1,1983,1,Washington Wizards,0.427,Shooting guard,1983
Sidney Green,49,13.6,5.2,2,4.7,43.9,0,0,0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1,1983,1,Chicago Bulls,0.329,Power forward,1983
Granville Waiters,78,13.3,3.6,1.6,3.1,51.7,0,0,0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1,1983,2,Portland Trail Blazers,0.585,Center,1983
C.J. McCollum,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0,2013,1,Portland Trail Blazers,0.659,Shooting guard,2013
Howard Carter,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0,1983,1,Denver Nuggets,0.463,Shooting guard,1983
Dane Suttle,40,11.7,6.5,2.7,5.4,50.9,0,0.1,0,1,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0,0.8,0,1983,7,Sacramento Kings,0.463,Shooting guard,1983
Scooter McCray,47,11.1,2.7,1,2.6,38.8,0,0,0,0.7,1.1,70,1,1.5,2.4,0.9,0.2,0.4,0.7,0,1983,2,Oklahoma City Thunder,0.512,Small forward,1983
Sedale Threatt,45,10.3,3.3,1.4,3.3,41.9,0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0,0.7,1,1983,6,Philadelphia 76ers,0.634,Point guard,1983
John Paxson,49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3,0.2,0,0.7,1,1983,1,San Antonio Spurs,0.451,Point guard,1983
Leroy Combs,48,9.3,4.5,1.7,3.4,49.7,0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1,0,1983,2,Indiana Pacers,0.317,Small forward,1983
Larry Micheaux,39,8.5,3.1,1.3,2.3,54.4,0,0,0,0.5,1,53.8,1,1.9,2.9,0.5,0.5,0.3,0.5,0,1983,2,Chicago Bulls,0.329,Power forward,1983
Randy Breuer,57,8.3,2.9,1.2,3.1,38.4,0,0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1,1983,1,Milwaukee Bucks,0.61,Center,1983
Pace Mannion,57,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1,0.8,0.4,0,0.4,1,1983,2,Golden State Warriors,0.451,Small forward,1983
Kris Dunn,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1,0.3,1.2,0,2016,1,Minnesota Timberwolves,0.378,Point guard,2016
Robbie Hummel,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0,0.2,0,2012,2,Minnesota Timberwolves,0.378,Small forward,2012
Bruce Kuczenski,15,7.9,1.9,0.7,2.5,27,0,0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1,0,1983,3,Brooklyn Nets,0.549,Power forward,1983
Russell Cross,45,7.9,3.7,1.4,2.5,57.1,0,0,0,0.8,2,41.8,0.8,1,1.8,0.5,0.3,0.2,0.4,0,1983,1,Golden State Warriors,0.451,Center,1983
Bob Hansen,55,7.6,2.7,1.2,2.6,44.8,0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1,1983,3,Utah Jazz,0.549,Shooting guard,1983
Greg Kite,35,5.6,1.9,0.9,1.9,45.5,0,0,0,0.1,0.5,31.3,0.8,1,1.8,0.2,0,0.1,0.6,1,1983,1,Boston Celtics,0.756,Center,1983
Terry Cummings,70,36.2,23.7,9.8,18.7,52.3,0,0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1,1982,1,Los Angeles Clippers,0.305,Power forward,1982
Clark Kellogg,81,34.1,20.1,8.4,17.5,47.9,0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1,1982,1,Indiana Pacers,0.244,Power forward,1982
Quintin Dailey,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20,2.7,3.7,73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1,1982,1,Chicago Bulls,0.341,Shooting guard,1982
Rod Higgins,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1,1982,2,Chicago Bulls,0.341,Small forward,1982
Craig Hodges,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1,1982,3,Los Angeles Clippers,0.305,Shooting guard,1982
Jeff Withey,58,11.8,3.3,1.2,2.2,53.5,0,0,0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0,2013,2,Portland Trail Blazers,0.659,Center,2013
James Worthy*,77,25.6,13.4,5.8,10,57.9,0,0.1,25,1.8,2.9,62.4,2,3.1,5.2,1.7,1.2,0.8,2.3,1,1982,1,Los Angeles Lakers,0.707,Small forward,1982
Trent Tucker,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1,1.8,2.8,2.5,0.7,0.1,0.9,1,1982,1,New York Knicks,0.537,Shooting guard,1982
Terry Teagle,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1,1.6,2.7,2.1,0.7,0.3,1.9,1,1982,1,Houston Rockets,0.171,Shooting guard,1982
Marc Iavaroni,80,20.2,5.1,2,4.4,46.2,0,0,0,1,1.4,69,1.5,2.7,4.1,1,0.4,0.6,1.7,1,1978,3,New York Knicks,0.378,Power forward,1978
Ed Nealy,82,20,4.4,1.8,3,59.5,0,0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1,1982,8,Sacramento Kings,0.549,Power forward,1982
Rob Williams,74,19.5,7,2.6,6.3,40.8,0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,0,1982,1,Denver Nuggets,0.549,Point guard,1982
Jerry Eaves,82,19.4,9.3,3.4,7,48.7,0,0.1,12.5,2.4,3,81,0.4,1.1,1.5,2.6,0.6,0,1.9,0,1982,3,Utah Jazz,0.366,Point guard,1982
Paul Pressey,79,19.3,6.7,2.7,5.9,45.7,0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2,1,1982,1,Milwaukee Bucks,0.622,Small forward,1982
Brandon Davies,51,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,0,2013,U,Philadelphia 76ers,0.232,Center,2013
Lester Conner,75,18.9,4.9,1.9,4,47.9,0,0.1,0,1.1,1.5,69.9,0.9,2,2.9,3.4,1.6,0.1,1.3,1,1982,1,Golden State Warriors,0.366,Shooting guard,1982
Mark Eaton,81,18.9,4.3,1.8,4.4,41.4,0,0,0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,1,1982,4,Utah Jazz,0.366,Center,1982
Bill Garnett,75,18.8,6.3,2.3,4.3,53.3,0,0,0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0,1982,1,Dallas Mavericks,0.463,Power forward,1982
Jeff Taylor Sr,44,17.6,3.6,1.5,3.6,40,0,0,0,0.7,1,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0,1982,2,Houston Rockets,0.171,Shooting guard,1982
Jeff Taylor Jr,77,19.6,6.1,2.2,5.2,43.1,0.7,2,34.4,1,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0,2012,2,Charlotte Hornets,0.256,Small forward,2012
Bryan Warrick,43,16.9,4,1.5,4,38,0,0.1,0,1,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0,1982,2,Washington Wizards,0.512,Point guard,1982
Sleepy Floyd,76,16.4,8.1,3,6.9,42.9,0.1,0.3,40,2,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1,1982,1,Brooklyn Nets,0.598,Point guard,1982
Richard Anderson,78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1,1982,2,Los Angeles Clippers,0.305,Power forward,1982
Russ Schoene,77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0,1982,2,Philadelphia 76ers,0.793,Power forward,1982
John Bagley,68,14.6,5.7,2.4,5.5,43.2,0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1,1982,1,Cleveland Cavaliers,0.28,Point guard,1982
Archie Goodwin,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0,2013,1,Phoenix Suns,0.585,Shooting guard,2013
Cliff Levingston,62,14.2,5.6,2.1,4.4,48.5,0,0,0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,1,1982,1,Detroit Pistons,0.451,Power forward,1982
LaSalle Thompson,71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1,1982,1,Sacramento Kings,0.549,Center,1982
Bruce Flowers,53,13.2,4.9,2.1,3.9,53.4,0,0,0,0.8,1,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0,1979,2,Cleveland Cavaliers,0.451,Power forward,1979
Corny Thompson,44,11.8,2.8,1,3.1,31.4,0,0,0,0.8,1,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0,1982,3,Dallas Mavericks,0.463,Power forward,1982
Walker Russell,68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,1,1982,4,Detroit Pistons,0.451,Shooting guard,1982
David Thirdkill,49,10.6,4,1.5,3.5,43.5,0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1,1,1982,1,Phoenix Suns,0.646,Small forward,1982
Dave Batton,54,10.3,3.3,1.6,3.5,44.5,0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0,1978,3,Brooklyn Nets,0.451,Center,1978
Darren Tillis,52,10.1,3.2,1.5,3.5,42,0,0,0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0,1982,1,Boston Celtics,0.683,Center,1982
Brook Steppe,62,9.8,4,1.4,2.8,47.7,0,0.1,14.3,1.2,1.6,76,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1,1982,1,Sacramento Kings,0.549,Shooting guard,1982
Rory White,65,9.6,5,2,3.6,54.3,0,0,0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0,0.8,1,1982,4,Phoenix Suns,0.646,Power forward,1982
Andre Roberson,40,10,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0,2013,1,Minnesota Timberwolves,0.488,Shooting guard,2013
Linton Townes,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0,1982,2,Portland Trail Blazers,0.561,Small forward,1982
Eddie Phillips,48,8.7,3.2,1.2,2.9,40.6,0,0,0,0.8,1.2,67.8,0.6,1,1.6,0.6,0.3,0.2,1,0,1982,1,Brooklyn Nets,0.598,Power forward,1982
Jim Johnstone,23,8.3,1.3,0.5,1.3,36.7,0,0,0,0.4,0.9,45,0.7,1.3,2,0.5,0.1,0.3,0.7,0,1982,3,San Antonio Spurs,0.646,Power forward,1982
Jose Slaughter,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0,1982,2,Indiana Pacers,0.244,Shooting guard,1982
Rickey Williams,44,7.9,3.3,1.3,3.1,41.5,0,0.1,0,0.8,1.2,66,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0,1978,10,Utah Jazz,0.317,Point guard,1978
Chris Engler,54,6.8,1.5,0.7,1.7,40.4,0,0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1,1982,3,Golden State Warriors,0.366,Center,1982
Ricky Pierce,39,6.8,2.2,0.8,2.3,37.5,0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1,1982,1,Detroit Pistons,0.451,Shooting guard,1982
Mark McNamara,36,5.1,2.2,0.8,1.8,45.3,0,0,0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1,1,1982,1,Philadelphia 76ers,0.793,Center,1982
Scott Hastings,31,4.5,1.2,0.4,1.2,34.2,0,0.1,0,0.4,0.6,55,0.5,0.8,1.3,0.1,0.2,0,0.3,1,1982,2,New York Knicks,0.537,Power forward,1982
Oliver Robinson,35,4.2,2.9,1,2.8,36.1,0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0,1982,2,San Antonio Spurs,0.646,Shooting guard,1982
Kelly Tripucka,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1,1981,1,Detroit Pistons,0.476,Small forward,1981
Buck Williams,82,34.5,15.5,6.3,10.7,58.2,0,0,0,3,4.7,62.4,4.2,8,12.3,1.3,1,1,2.9,1,1981,1,Brooklyn Nets,0.537,Power forward,1981
Isiah Thomas*,72,33.8,17,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2,1,1981,1,Detroit Pistons,0.476,Point guard,1981
Tom Chambers,81,33.1,17.2,6.8,13,52.5,0,0,0,3.5,5.7,62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1,1981,1,Los Angeles Clippers,0.207,Power forward,1981
Jay Vincent,81,32.4,21.4,8.9,17.9,49.7,0,0,25,3.6,5,71.6,2.2,4.7,7,2.2,1.1,0.3,2.4,1,1981,2,Dallas Mavericks,0.341,Small forward,1981
Mark Aguirre,51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1,1981,1,Dallas Mavericks,0.341,Small forward,1981
Herb Williams,82,27.8,11.5,5,10.4,47.7,0,0.1,28.6,1.5,2.3,67,2.1,5.2,7.4,1.7,0.7,2.2,1.7,1,1981,1,Indiana Pacers,0.427,Center,1981
Jeff Ruland,82,27,14.4,5.1,9.1,56.1,0,0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9,1,1980,2,Golden State Warriors,0.476,Center,1980
Frank Johnson,79,25.7,10.7,4.3,10.3,41.4,0.2,1,21.5,1.9,2.6,75,0.4,1.4,1.9,4.8,1,0.1,2,1,1981,1,Washington Wizards,0.524,Point guard,1981
Elston Turner,80,25,8.3,3.5,8,44.1,0,0.1,0,1.2,1.7,70.3,1.8,2,3.8,2.4,0.9,0,1.4,1,1981,2,Dallas Mavericks,0.341,Shooting guard,1981
Steve Johnson,78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1,1981,1,Sacramento Kings,0.366,Power forward,1981
Albert King,76,22.3,12.1,5.1,10.7,48.2,0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,1,1981,1,Brooklyn Nets,0.537,Small forward,1981
Gene Banks,80,21.3,9.6,3.9,8.2,47.7,0,0.1,0,1.8,2.7,68.4,2,3.2,5.1,1.8,0.7,0.2,1.3,1,1981,2,San Antonio Spurs,0.585,Shooting guard,1981
Eddie Johnson,74,20.5,9.3,4,8.7,45.9,0,0.1,9.1,1.3,2,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1,1981,2,Sacramento Kings,0.366,Small forward,1981
Danny Schayes,82,19.8,7.9,3.1,6.4,48.1,0,0,0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,1,1981,1,Utah Jazz,0.305,Center,1981
Rudy Macklin,79,19.2,7,2.7,6.1,43.4,0,0,0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0,1981,3,Atlanta Hawks,0.512,Small forward,1981
Sam Williams,59,18.2,6.1,2.6,4.7,55.6,0,0,,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,0,1981,2,Golden State Warriors,0.549,Power forward,1981
Kurt Rambis,64,17.7,4.6,1.8,3.6,51.8,0,0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1,1980,3,New York Knicks,0.61,Power forward,1980
Kurt Nimphius,63,17.2,5.3,2.2,4.7,46.1,0,0,,1,1.7,58.3,1.5,3.2,4.7,1,0.3,1.3,0.9,1,1980,3,Denver Nuggets,0.451,Center,1980
Pete Verhoeven,71,17,4.9,2.1,4.2,50.3,0,0,,0.7,1,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,1,1981,4,Portland Trail Blazers,0.512,Power forward,1981
Darnell Valentine,82,16.9,6.4,2.3,5.5,41.3,0,0.1,0,1.9,2.4,76,0.6,1.2,1.8,3.3,1.1,0,1.6,1,1981,1,Portland Trail Blazers,0.512,Point guard,1981
Jim Brogan,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1,1.3,72.6,1,0.9,1.9,2.5,0.8,0.2,1.3,0,1980,U,Los Angeles Clippers,0.207,Shooting guard,1981
John Douglas,64,16.1,7,2.8,6.1,46.5,0.3,0.9,30.5,1,1.6,65.7,0.4,1,1.4,2.3,0.8,0.1,1.4,0,1978,6,Los Angeles Clippers,0.207,Point guard,1981
Kevin Loder,71,16,6.9,2.9,6.3,46.4,0,0.2,0,1.1,1.5,72,1,1.8,2.7,1.2,0.5,0.4,1,0,1981,1,Sacramento Kings,0.366,Small forward,1981
Orlando Woolridge,75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,1,1981,1,Chicago Bulls,0.415,Small forward,1981
Alton Lister,80,14.8,4.5,1.9,3.6,51.9,0,0,0,0.8,1.5,52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,1,1981,1,Milwaukee Bucks,0.671,Center,1981
Larry Nance,80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,1,1981,1,Phoenix Suns,0.561,Power forward,1981
Danny Vranes,77,14,4.9,1.9,3.4,54.6,0,0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1,1981,1,Oklahoma City Thunder,0.634,Power forward,1981
Ed Rains,49,13,3.9,1.6,3.6,43.5,0,0,0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0,0.5,0,1981,2,San Antonio Spurs,0.585,Small forward,1981
Peyton Siva,24,9.3,2.3,0.8,2.4,31.6,0.3,1,28,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.4,0,0.8,0,2013,2,Detroit Pistons,0.354,Point guard,2013
Jim Smith,72,11.9,2.9,1.2,2.3,50.9,0,0,,0.5,1.2,45.9,1,1.5,2.5,0.6,0.3,0.7,0.7,0,1981,3,Los Angeles Clippers,0.207,Power forward,1981
Jeff Lamp,54,11.4,4.6,1.9,3.6,51,0,0,0,0.9,1.1,82,0.4,0.7,1.2,0.5,0.3,0,0.8,1,1981,1,Portland Trail Blazers,0.512,Small forward,1981
Ray Blume,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0,1.1,0,1981,2,Indiana Pacers,0.427,Point guard,1981
Garry Witts,46,10.7,2.9,1.1,1.8,58.3,0,0,50,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,0,1981,5,Washington Wizards,0.524,Small forward,1981
Charlie Davis,54,10.6,3.8,1.6,3.4,47.8,0,0,0,0.6,0.7,81.1,1,1.5,2.5,0.6,0.2,0.2,0.8,0,1981,2,Washington Wizards,0.524,Small forward,1981
Danny Ainge,53,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1,1,1981,2,Boston Celtics,0.768,Shooting guard,1981
Mike McGee,39,9,4.9,2.1,4.4,46.5,0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1,1981,1,Los Angeles Lakers,0.695,Shooting guard,1981
Mark Radford,43,8.6,3.4,1.3,2.3,54,0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1,0,1981,3,Oklahoma City Thunder,0.634,Shooting guard,1981
Alex Bradley,39,8.5,3.5,1.4,2.6,52.4,0,0,0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0,1981,4,New York Knicks,0.402,Small forward,1981
Reggie Bullock,43,9.2,2.7,1,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1,1.3,0.3,0.2,0,0.3,0,2013,1,Los Angeles Clippers,0.695,Small forward,2013
Howard Wood,42,8.1,3.4,1.3,2.9,45.8,0,0,0,0.8,1.2,65.4,0.5,1,1.5,0.2,0.2,0.1,0.4,0,1981,2,Utah Jazz,0.305,Power forward,1981
Franklin Edwards,42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1,1981,1,Philadelphia 76ers,0.707,Point guard,1981
Bobby Cattage,49,6.9,3.1,1.2,2.8,44.4,0,0,0,0.6,0.8,73.2,0.4,1,1.5,0.1,0.1,0,0.4,0,1981,8,Utah Jazz,0.305,Power forward,1981
Charles Bradley,51,6.6,3,1.1,2.4,45.1,0,0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0,1981,1,Boston Celtics,0.768,Shooting guard,1981
Kevin McKenna,36,6.6,1.9,0.8,2.4,32.2,0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1,1981,4,Los Angeles Lakers,0.695,Shooting guard,1981
Joe Barry Carroll,82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,1,1980,1,Golden State Warriors,0.476,Center,1980
Darrell Griffith,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4,71.6,1,2.6,3.6,2.4,1.3,0.5,2.9,1,1980,1,Utah Jazz,0.341,Shooting guard,1980
Larry Smith,82,31.4,9.6,3.7,7.2,51.2,0,0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,1,1980,2,Golden State Warriors,0.476,Power forward,1980
Mike O'Koren,79,31.3,11,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,1,1980,1,Brooklyn Nets,0.293,Small forward,1980
Kelvin Ransey,80,30.4,15.2,6.6,14.5,45.2,0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,1,1980,1,Chicago Bulls,0.549,Point guard,1980
Malcolm Delaney,33,16.4,5.3,2,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86,0.2,1.5,1.6,2.8,0.4,0,1.5,0,2011,U,Atlanta Hawks,0.524,Point guard,2016
Otto Porter,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19,0.2,0.3,66.7,0.6,1,1.5,0.3,0.2,0,0.4,0,2013,1,Washington Wizards,0.537,Small forward,2013
Bill Laimbeer,81,30.4,9.8,4.2,8.3,50.3,0,0,0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1,1.6,1,1979,3,Cleveland Cavaliers,0.451,Center,1979
Michael Brooks,82,30.2,14.7,6,12.4,47.9,0,0.1,0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2,1,1980,1,Los Angeles Clippers,0.439,Small forward,1980
Mike Gminski,56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,1,1980,1,Brooklyn Nets,0.293,Center,1980
Darwin Cook,81,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,1,1980,4,Detroit Pistons,0.256,Point guard,1980
Andrew Toney,75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,1,1980,1,Philadelphia 76ers,0.756,Shooting guard,1980
Cedrick Hordges,68,23.5,8.4,3.3,7.1,46,0,0,0,1.9,2.7,69.9,1.8,5,6.7,1.5,0.5,0.3,1.8,0,1979,3,Chicago Bulls,0.366,Power forward,1979
Calvin Garrett,70,23.4,6.1,2.7,5.9,45.3,0,0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,0,1979,3,Chicago Bulls,0.366,Small forward,1979
Don Collins,81,22.8,11.5,4.4,10,44.4,0,0.1,0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,1,1980,1,Atlanta Hawks,0.378,Small forward,1980
